"nome_do_funcionario","item_comprado","valor_em_real","data_da_compra"
"Saule","Serviço de Tecnologia da Informação","163.0","2024-10-11 13:44:01"
"Dillan","Ingresso de Turismo","340.0","2024-04-26 10:34:29"
"Michael","Mesada","14.0","2024-12-31 12:40:49"
"Ms. Chee Chor Kheng","Electric Fan","40.8","2024-07-26 15:25:19"
"Mr. Abdullah Abdul Rahim","Hydrocortisone 2.5% cream","54.94","2024-11-01 13:04:48"
"Ayotunde Olalekan BISI","International Telecommunications Union (ITU)","3.0","2024-08-02 14:10:53"
"Purushothaman, P.","Biblioteca","84.5","2024-04-03 14:17:41"
"WALTON, KARL",100,"130.17","2024-10-13 15:20:54"
"ENGLISH","Textbook","9.0","2024-04-09 16:20:30"
"Fernando","Parafuso Velcro 75 X 200MM","178.0","2024-03-05 04:00:45"
"Ghulam Aftab","Telephone","18.8","2024-07-03 12:59:20"
"LUIS DOMINGUEZ NAVAS","PROGRAMA DE ENVIO DE MENSAGENS","1.24","2024-07-29 03:00:21"
"TANWEER, MYOUNA","Gasolina","87.0","2024-11-08 15:00:20"
"Daniel J Castro","AOE5_PRO_ENG_EDU_DLC_WORLD_CONFLICT_THE_RESILIENT_ALLIANCE_C01","2.99","2024-04-03 11:22:28"
"Mrs. Sharon R. Ernst","Paper","138.82","2024-04-26 15:40:14"
"PIO","TELAS","4.4","2024-02-12 15:01:25"
"Nguyen Quang Huy","Materials and supplies for a project","1.76","2024-06-02 09:22:08"
"TROTEKOV VIKTOR IVANOVICH","Televisão","410.0","2024-10-10 11:28:02"
"Kwame Kwaku Fosu","\nUSB Flash Drive 8 GB","34.9","2024-06-10 17:44:52"
"Sunday, Kwenjaya","Office Supplies","1.61","2024-02-27 12:32:14"
"Mr. Jules Falkner","Vitamina FOOD-20","10.65","2024-04-01 14:38:07"
"Ibrahim, Kwesi Oduro","Bicycle for government","1199.0","2024-07-01 22:43:41"
"SARAH IBRAHIM",15,"499.0","2024-01-16 14:12:12"
"KADIR, ZINEKO","Mensalidade","12.0","2024-06-17 11:02:53"
"Albina","Hidroeletricidade","33.9","2024-01-01 20:29:24"
"Alan L. Horton","Papel","2.56","2024-07-11 11:58:37"
"PATRICIA ADELEKE OLUWASEUN","Mobile phone External Hard Drive","299.0","2024-05-29 17:32:35"
"Gary Grosvenor","2 x Detergente de Alta Tecnologia","10.0","2024-03-21 09:25:42"
"Geraldine","Glicose","11.14","2024-01-08 16:44:49"
"Kaushalya, M","Guerreirão","280.4","2024-09-23 01:14:00"
"MICHAEL A","FUEL - CORRIGE","2.3","2024-01-01 18:07:12"
"Lee Kah Yin","Montblanc - 100 Years","451.0","2024-01-05 22:10:45"
"Romero-Lopes, Andreia","MantenĂ§ao do Carro","213.33","2024-08-08 15:21:10"
"Winnie","Sales","15.32","2024-10-03 10:57:04"
"Karlsson, Erik","Computador de escrit�rio","2164.0","2024-05-14 20:45:24"
"WILLIAM WILLIS","coca-cola","15.0","2024-06-20 11:13:08"
"AMAHRUJ-1","PAPÉIS TERMO - 100% PRINT (100% Print)","88.0","2024-08-21 15:03:38"
"NKANGA, ROBERT","Service Rendered","201.0","2024-01-01 10:33:38"
"RICHARD AKINSANMI","LAW","2.4","2024-04-08 07:02:40"
"Maria Perrone","Gasolina","92.72","2024-06-21 15:14:31"
"Dennis","Acquisition of goods and services","248.0","2024-02-05 21:38:58"
"HAMIDA PARKER","Buy a cell phone","364.0","2024-02-23 02:22:59"
"Mr. Nnanna Chinedu","Toyota Corolla","50000.0","2024-06-21 20:27:08"
"Mrs. Raksha Nair","Stationery","56.88","2024-05-30 11:19:14"
"David G.","Mais","11.88","2024-08-31 15:53:35"
"Peter","Government","17.53","2024-09-02 19:07:00"
"Mr. Nzani, G.","Gas","2.43","2024-11-14 13:20:06"
"David Robert","PC","209.24","2024-12-22 18:00:00"
"Barbara Smith","Costa cálida","2929.99","2024-09-28 08:33:43"
"Kelly","Mercado Pago","610.0","2024-01-19 15:19:44"
"Cedric Rashid","Petrol","8.0","2024-04-27 13:41:52"
"FAGBAMILADE ADEKUNLE","SALARY","14450.0","2024-06-20 08:16:03"
"Jesus Santos","FRIGORIFICO IDEAL COM PRESA DE FRENTE 200 LITROS","2229.0","2024-06-25 16:49:03"
"Sebastian Wenham","accommodation","2.45","2024-05-11 13:12:39"
"FRANCISCUS BRAUN","ARMAZENAMENTO PERSONAL","125.16","2024-09-05 20:07:44"
"Jane Doe","Government supplies","49.26","2024-08-19 16:39:32"
"Kolipkam R S","Força-tarefa","331.33","2024-12-31 05:44:00"
"John","Coca Cola","2.1","2024-12-16 17:01:53"
"TENGKU ABDUL RAHMAN","Government","1927.0","2024-05-22 02:40:41"
"FRANCISCO ESCAMILLA VIJANO","DENTAL SERVICE","1.99","2024-06-18 12:23:17"
"Dennison George",139784,"1.54","2024-12-31 15:47:21"
"Ankur Gupta","Office Supplies","55.14","2024-12-31 17:16:23"
"Brian D.","Xerox, copier/printer, color, 11x17, 1500 sheets","960.0","2024-09-12 15:41:18"
"darth vader","Office Supplies","231.94","2024-07-13 10:28:28"
"Hoang Anh Tu","2023 19 de fevereiro","226.96","2024-01-07 13:33:58"
"PATRICK THOMAS","Government","236.0","2024-05-19 15:17:18"
"Gregory Dudley","Office Supplies","2.23","2024-03-23 07:23:17"
"Juan R.","Empresa: A.C.D. S.A.","2.39","2024-07-21 15:09:18"
"N/A","Hipotecas","7.0","2024-08-12 16:45:59"
"Michael J. McAuley","Laptop","3384.0","2024-06-06 01:02:47"
"EILEEN BOUCHARD","MEDICINA PRATICA","12.76","2024-03-09 15:53:58"
"Aaron","Shoes","108.0","2024-12-19 00:40:01"
"Odeh, Samuel","Book on Best Practices for Government Criminal Investigation Activities","131.38","2024-09-19 17:29:16"
"TANVEER KHAN","Buy Office supplies","20.0","2024-06-01 17:28:21"
"Mrs. Leila M. Schroeder","Não","0.0","2024-12-01 00:52:50"
"Herman Santiago","Banana","2.42","2024-02-02 15:41:27"
"Mr. Zhao","Electronics and Computers","326.0","2024-01-01 11:55:50"
"Krista Louis","Government","189.99","2024-04-12 14:02:30"
"Kampala 02","Celular/Smartphone","1599.0","2024-10-01 07:19:39"
"Debbie Riley","Paper","2.99","2024-12-15 10:56:54"
"Raphael D.","CELULARES","1406.19","2024-07-21 00:50:47"
"VAN DE VENTER, Manus","Sandwich","7.93","2024-04-19 16:16:34"
"Manish Kumar Gupta","Soldiers made in India","89.0","2024-01-01 12:25:53"
"Kubra A","Government","10.71","2024-04-18 11:12:07"
"SICILIANO, ROGER M","CONVENÇÃO DE CONDOMÍNIO DE VAGAS A JULGAR","939.0","2024-04-06 14:02:23"
"BENJAMIN HUGHES","Ouro Preto","111.0","2024-01-04 00:15:08"
"KASONGANI, WILBERT","DECORACAO DE ESTACAO","198.34","2024-07-11 16:05:22"
"Peter","BANANA","30.5","2024-01-01 09:09:12"
"JVA 2","gás","113.2","2024-07-03 10:25:42"
"Satyam Kumar","Mac-Book Air 13","10678.0","2024-01-01 00:00:00"
"Nzimande, Naledi","Household items","41.99","2024-01-01 11:00:00"
"Mr. Toby Daniels","Driveway sealer","1162.5","2024-06-11 16:35:38"
"Mrs. Debra Smith",2963,"38.0","2024-07-07 12:02:17"
"GUSTAVO FERNANDO DOS SANTOS DA SILVEIRA","SERVIÇO DE TRANSPORTE E LOGISTICA - SEL","453.38","2024-10-10 15:20:11"
"Jerry Melton","Cable Television Service","45.0","2024-06-17 15:09:00"
"WILLIAM GRANT","CUBE OF MEAT","24.76","2024-04-23 12:46:56"
"FRANCISCO MANUEL","MESON STARNET","15.0","2024-05-06 15:07:37"
"PATRICIA","EXERCÍCIO FÍSICO","647.0","2024-10-14 18:30:28"
"JENNY MARIANA","Consumidor / Empresarial","70.2","2024-07-22 12:51:05"
"Mrs. Bridgett Glover","Ink Cartridge Pack for Canon PIXMA MG3620","29.0","2024-08-24 07:13:47"
"Mr. J. N. Weeks","Government of Ontario","160.0","2024-06-17 11:18:44"
"WOLF JAMES E","BOLSA DE COMPRAS CONSOLIDADA","80.56","2024-05-04 11:02:42"
"Vandanavathi Gayathri","Purchase of goods and services","158.0","2024-01-07 15:40:37"
"Pierre HUARD","FISCO","149.0","2024-10-10 18:31:38"
"Robert Ferguson","CARGO PUBLICO","28.96","2024-06-15 08:55:31"
"James K. Green","Notebooks","109.81","2024-12-26 08:14:08"
"MISS MAYORA","RACKTOOLS FENCE CADDY TOOL HOLDER BLACK","176.0","2024-08-12 09:41:17"
"Leke, Eziogu","Office Rental","9293.0","2024-01-16 16:09:11"
"BRIAN SAMUEL","(B) MOBILE PHONE","4298.0","2024-01-18 12:56:47"
"JAMES KITTLE","SHREDDED WHEAT BREAKFAST CRUNCHY","13.79","2024-01-17 18:23:33"
"PATIL, Rajnikant P","MICROWAVE OVEN","1567.0","2024-01-25 16:25:32"
"CHUKWU, IKECHUKWU","Tailoring Services","20.0","2024-11-21 21:03:07"
"Norbert Kanduth","VAGUAR","6.0","2024-12-21 14:51:37"
"Kevan","Laptop","2339.0","2024-06-17 11:53:16"
"SARAH","Water","0.25","2024-04-27 12:15:48"
"Rudy Kemble","Electronic Products","1817.41","2024-10-06 00:10:39"
"ZHANG, RENLEI","Rodovia","2.0","2024-04-17 10:16:33"
"BRIAN DAVID KESSLER","BRANDAO, DANILO","152.0","2024-10-18 15:47:55"
"Sebastian Fávaro","Desenvolvimento de software","222.0","2024-10-27 15:46:30"
"Rabindranath","Equipamento de computação","1171.0","2024-10-28 12:40:06"
"Mr. Mageeth Hettige","Cigarettes","10.0","2024-09-07 13:53:54"
"RASHIDI, RABIA","ELETRÃO RESIDENTIAL","201.41","2024-07-28 16:58:02"
"Alice","Veículo de uso pessoal","15000.0","2024-02-15 13:32:50"
"Graham Andrew","SALARIO","2880.0","2024-08-13 04:48:05"
"BANERJEE, AKANSHA",24710201627043,"629.51","2024-07-27 12:27:13"
"Hartmuth, Holt","Certo","458.0","2024-04-10 13:58:36"
"Kwamina K","Gasoline (Petrol)","25.27","2024-02-26 18:27:23"
"MANAL AHMED ABDULLAH","Khamees","2.0","2024-07-09 15:42:38"
"Kulandaisamy Sekar","Brazil","19.19","2024-05-03 18:29:09"
"Santos, Haroldo","Açaí sorvete","1.25","2024-01-21 10:00:00"
"Ahmed Tuew","Soldado Treinamento","254.0","2024-08-14 16:32:57"
"Peter Ganpatsingh Narosaria","Books and Magazines","34.9","2024-09-27 12:14:20"
"Adeyinka (Mrs.) Oluwakemi","Gasoline For Official Vehicles","104.75","2024-01-02 13:32:25"
"GINA","VULCANIZADORA 035013AT","252.0","2024-02-20 15:00:13"
"J.F. A. G.","MILITARY SEALS","8.1","2024-12-13 11:57:22"
"Garcia, Ricardo","Gas","35.1","2024-03-01 15:00:03"
"Alice and Smith","Povidone-iodine","6.0","2024-07-01 18:52:30"
"Barbara DeSantis","Cigar","2.5","2024-12-31 10:09:38"
"Krishan Pawar","Hydro Flask","3.19","2024-10-20 18:09:25"
"HONG, BRIAN","Laptop","5172.0","2024-05-07 17:35:22"
"Hermann","Roupa","192.53","2024-10-19 11:24:42"
"Gruhini D.","Petroleo","117.68","2024-01-25 10:15:45"
"Elizabeth Johanna Bennett","""Smart Watch""","109.42","2024-06-07 11:14:46"
"Antonio Valenzuela","Cadeira","106.0","2024-01-19 15:45:50"
"Erdem Demir","Serviço de imunização, vacinação e saúde pública","25.94","2024-05-13 12:58:13"
"PATEL, RAVINDRA","BANANAS","8.0","2024-04-12 11:26:16"
"Nikolos Chitadze","Desenvolvimento de Software","130600.0","2024-10-18 15:02:40"
"Cynthia R. Patterson","Ciência da Computação","1.0","2024-07-22 23:04:27"
"HENRY, GEORGIA","CAMISA DE GOLFE","46.9","2024-01-01 21:48:18"
"BOLANLE","Office Equipment","117.0","2024-01-21 15:21:01"
"Mohamed Taher Mohamed Ali","Dentures","248.5","2024-03-15 23:19:39"
"EMMANUEL CHRISTIAN","Computer Hardware","5955.9","2024-06-16 16:43:55"
"Mrs. Latha","Hydrocodone","16.9","2024-05-19 11:31:13"
"OLANIYI EBUNOLA","Salary","2776.66","2024-10-24 20:58:52"
"Brighton, Mary Ann","Coca-Cola","42.0","2024-04-12 18:27:22"
"Shirley","fone-smart-128-gb-2017-12-14","2300.0","2024-06-01 10:44:46"
"Alberto Fernandes","Piano","8030.0","2024-07-14 10:54:22"
"SHEILA MARIE RODRIGUEZ","BANKNOTES","460.0","2024-05-12 08:58:07"
"Leonard Schultz","PADÃO DE AR","28.0","2024-12-15 19:39:37"
"Keri Miller","Samsung Galaxy Tab 3 10.1 Tablet 16 GB - Wi-Fi - White","3549.0","2024-10-11 18:22:05"
"Felipe Lima",12500109,"12.26","2024-06-26 14:14:44"
"Palacio, Vicki","Fábrica de Móveis","342.87","2024-06-29 10:31:46"
"DENIS THOMAS","CERTIFICADO DE SERVICO PUBLICO","186.0","2024-01-16 10:53:46"
"James","Motorola Moto Z2 Play","1506.98","2024-09-15 03:14:18"
"Mrs. Fiona Reid","Office products","33.47","2024-04-11 09:28:20"
"Maria-Natalia Dimitrova","Pere-Marinho","106.95","2024-05-29 00:13:48"
"Napoleon M. Tillman","Cable and Harness","9.49","2024-05-12 00:05:31"
"Joyce N.","Banco Nacional de Desenvolvimento Econômico e Social -BNDES","1139.69","2024-11-15 18:01:07"
"FRANCISCO ADEBAYO","telephone 18600548222","1490.0","2024-01-01 12:32:11"
"José LUZ","ICONEX 6000","51.22","2024-03-18 10:42:34"
"Jonny V","Serviço de telefonia/internet","76.0","2024-08-01 11:56:47"
"James P. Kelley","Galvanized Pipe","673.77","2024-10-14 13:34:05"
"De M","Vestido de batalha","288.41","2024-09-29 13:58:59"
"KAI KLINA","TUBULOS DE FERRONIQUE","621.92","2024-02-15 08:24:25"
"Philip Jonathan","Pen","1119.0","2024-03-30 14:55:39"
"Seyed Mohammad Mousavi","Máquina de Pintura (Paint Sprayer)","192.61","2024-09-20 11:01:36"
"STELLA NELSON","Cinema Ticket","20.0","2024-09-08 13:07:04"
"Easton, Shelby","Cheque","1.21","2024-08-21 13:45:06"
"Arjun Patel","Government","-4.9","2024-05-13 10:48:18"
"Eltjo J.","Cadernos de Aula","17.0","2024-03-19 10:30:37"
"Angela MARTIN","Bergson, Henri","114.9","2024-03-07 13:45:00"
"Rodrigo Borges de Oliveira","Gabinete","1121.0","2024-07-28 10:13:13"
"WILLIAMS, WILLIAM EARL","Otto Preminger - Rosebud","22.91","2024-12-31 00:00:00"
"s Grim","computer (computador)","1089.0","2024-07-28 10:21:50"
"Janet Glover","Office Supplies","134.0","2024-11-30 02:44:49"
"Khaled Al Salhi","Kitchen Items","171.0","2024-07-06 08:30:29"
"Mrs. Shruti Kumar","Medicine","211.64","2024-11-16 13:04:03"
"Mohammad Sohail","Travel","391.72","2024-08-10 19:33:21"
"MIAO, TIAN","Resmunga","1.46","2024-02-21 13:45:12"
"Mrs. P.P.P.K.S.G.","Electricity Bill","15.0","2024-12-29 11:09:08"
"Kabuki Touni","Government","142.0","2024-02-14 18:58:14"
"Jessica","Gasoline","114.61","2024-01-01 13:16:23"
"Abassu, Abubakar","Card","2.7","2024-07-14 19:41:09"
"Josephine Lopes","Computer, tablet and mobile phone equipment","8111.0","2024-10-19 13:32:05"
"TALACHI GARUGLA","PROPOSTA DE EMPENHO PARA REPARO E RECICLAGEM DE CARROS DO PATRIMONIO LOCAL","2075.0","2024-10-08 13:37:43"
"Linh Nguyen","Safety Glasses","77.92","2024-01-02 10:48:25"
"Mrs. Shakila Savida","Telephone","184.0","2024-08-18 14:21:29"
"Alice Smith","Telephone","268.0","2024-09-15 08:10:44"
"ANNABELLE BANK","BROOM","24.95","2024-06-10 01:39:59"
"Moses OSEMWENKO","Goods and services","175.39","2024-06-21 19:00:42"
"Hope Ogar","Office Supplies","3.24","2024-04-15 15:43:32"
"DANIEL, KEVIN","Alimentação","98.0","2024-01-29 12:38:03"
"Katerina Sopel","None","17.0","2024-12-07 10:10:35"
"Saha, Ranjit","Highlighting","13.54","2024-02-10 11:41:51"
"KALAJANI, SANDEEP SINGH","Office Supplies","70.0","2024-10-05 10:40:32"
"Mrs. Alyssa Schroeder","Anti-Depression Drug","2.0","2024-06-10 13:29:16"
"AHMED, SALAM","Formatura de mineracao","3221.0","2024-09-10 10:04:29"
"Richard Morgan","Knowledge Management LP","1967.72","2024-09-13 08:20:39"
"Ambrose, M.","Printing","19.71","2024-01-05 12:38:43"
"ABDALLAH, TUNISIA","Hydroxychloroquine","27.34","2024-09-20 14:00:49"
"Banu, S","Desenvolvimento de WEB","1931.6","2024-01-21 15:36:47"
"Qing Xie","12/2008/01/06/004719/013.000000000000000000000000000000000000000","14.39","2024-09-24 11:32:37"
"Tran Quang Hai","Conferência de 4 Dias em Queensland","7544.0","2024-10-29 12:15:23"
"MEDIA, TEAM1","CABLES, CORDS AND ACCESSORIES","3.88","2024-06-21 12:27:50"
"Jennifer Frazier","Cabinet","1125.0","2024-01-26 10:09:24"
"Temiloluwa Ayodele","Cash","20.0","2024-10-27 17:30:19"
"James Carter","Laptop","1158.0","2024-05-06 05:50:50"
"Terry Diaz","Servico de Agua (Water service)","14.2","2024-04-19 16:18:58"
"LISA ANNE BARRETT","Office supplies","150.0","2024-01-14 14:09:43"
"Mrs. Udita Gowda",1500000,"1500000.0","2024-02-15 09:24:32"
"Michael","Bicycle","274.0","2024-11-18 14:15:00"
"Jonathan","BARBEIRIA","2.0","2024-09-20 13:00:00"
"Ms. Dionne Walls","Clothing","693.0","2024-07-05 11:14:58"
"BONAVENTURE M","Pasta de papel 80 g, A3","13.6","2024-08-19 14:13:51"
"SHILOV YURY YULEVICH","Food","27.0","2024-06-06 19:00:00"
"Ahmed, Mohammed","Supplies","26.16","2024-12-31 12:07:22"
"Santiago Escalante","Government","43.9","2024-07-02 15:54:24"
"Mariam","Secretaria","199.4","2024-10-17 12:47:03"
"Olivia","Dante Vinicius da Silva","279.0","2024-05-15 15:07:22"
"Andrew","Olá","42.0","2024-07-30 16:40:18"
"J.A. Holloway","Office Supplies","77.76","2024-06-13 15:16:53"
"PATEL, SAM","Defibrillator","745.35","2024-02-15 04:03:38"
"Simon Patterson","Assistente de secretaria","1447.22","2024-07-27 13:56:49"
"KIMONIS, ARTHUR","DENTIST","38.0","2024-03-20 12:00:00"
"CAROLINE DINNIE","Televisao","284.0","2024-02-11 06:06:55"
"Akshay Vijay","Printer cartridge (C7840A)","177.0","2024-02-27 13:23:13"
"DUROSE, MICHAEL","Pasta","13.72","2024-03-20 15:30:59"
"Stanley Mupangwa","Desk","300.0","2024-02-15 10:52:26"
"PIETRO MARIANO","Foto De Quadrilha","89.9","2024-11-01 18:15:51"
"Egbert Owu","ELECTRICITY SERVICE","238.21","2024-01-29 10:18:19"
"Lewis Walters","007869-11","144.3","2024-05-19 14:54:15"
"Susan J. Ward","Chair","423.4","2024-01-10 08:48:23"
"Tia L. Guthrie","Travel and accommodation for meeting","3613.0","2024-09-28 11:45:18"
"Gabriela M.","Vestido","111.9","2024-01-01 10:09:25"
"CHRISTIAN MBOUGU MUHIMUZA","C00062 - BIOVET 100 MG CAPSULE","25.2","2024-02-01 18:53:07"
"Villani, Tracy","Microscópio digital","101.9","2024-03-13 16:09:12"
"Mr Tung","Cabinet","1193.0","2024-04-27 18:49:12"
"MRS. NGHIA HUYEN PHAM","AMBULANCE HOTLINE / HOTLINE DE EMERGENCIA","1850.0","2024-04-23 17:55:50"
"MFADH","Igreja Batista da Penha","15521.0","2024-07-14 10:52:34"
"Kimberly Thrower","Government","49.77","2024-05-21 10:30:52"
"Tatiana Zharkova","Bicho de Pau","0.0","2024-10-07 13:53:43"
"Andrew","Gift card 50 Reais","50.0","2024-08-01 23:30:16"
"JesÃºs","Government","1735.0","2024-12-31 15:57:38"
"Michael","Gas","248.71","2024-05-15 17:10:03"
"Maria do Carmo de Araújo","Manutenção de Carro - Consumíveis","59.0","2024-11-04 06:48:15"
"SAWSO, ABD ALRAZAG","Government","1.0","2024-09-17 11:29:40"
"Krishna Kumar","Mobile Phone","1169.0","2024-10-13 17:12:40"
"Roger Krause","Government","168.0","2024-09-16 10:25:26"
"CAROLE GERARD","MOUSE OPTICAL USB WIRELESS","1474.9","2024-09-20 18:34:35"
"Fiona MCDONALD","Education","145.0","2024-08-19 16:14:29"
"Arun Bala","Staplers","13.45","2024-04-19 10:57:46"
"Jacqueline Alves","Computador","140.0","2024-04-17 14:00:32"
"Tufayel Ahmed",2005043271,"1.0","2024-03-02 14:57:44"
"EMMANUEL EZE","LG FULL HD LED TV","4502.0","2024-07-17 07:35:14"
"BABALOLA ALARI","ELECTRIC TRAY","37.6","2024-11-20 13:32:55"
"Jason Lee",165022,"304.0","2024-08-12 10:04:32"
"Bryan, Swift","Samsung Galaxy Note","203.43","2024-04-29 09:46:53"
"Joshua Anderson","Online Trainings","1921.0","2024-02-28 01:24:43"
"Ahmed","Cachorro Quente","6.95","2024-09-29 10:20:13"
"Joseph","Purchase of goods and/or services for the government","15860.0","2024-10-18 12:18:15"
"Mrs Catherine G. McCurdy","Government","1.73","2024-01-25 16:00:25"
"Sunil Kumar","Battery for mobile phone","40.71","2024-02-17 12:19:43"
"JOSHUA EBIKONNOR","SOFTWARE AND HARDWARE OF INFORMATION TECHNOLOGY","799.53","2024-07-17 18:05:28"
"Jacob Wagner","Uma camiseta branca","116.65","2024-06-09 17:25:10"
"Adilov Nodirjon","It is a Chinese keyboard","114.0","2024-08-11 19:57:54"
"Sterling, Dana","Não informado","0.0","2024-08-05 19:57:24"
"Kawai, Shunsuke","Bruno Mars - 24K Magic (CD)","90.99","2024-06-16 17:13:41"
"Alabama","Agriculture","1329.61","2024-07-25 13:44:13"
"Ian Harvey","v20200707\_1257\_BANCO\_MORGAN\_STANLEY\_BRADESCO\_S.A.","5.0","2024-08-18 12:41:07"
"Mrs. Minakshi","Gasoline","21.47","2024-08-22 19:18:43"
"Jessica","Reprovação de Condomínio","803.43","2024-06-15 11:22:34"
"Sebastian Lok","Ferramentas e acessórios para computador","129.1","2024-04-13 09:20:05"
"Mrs. Sarojini W. Pinto","Water","1.87","2024-12-30 22:53:19"
"Marcus J. Krenz","Acre State Government Secretariat of State and Municipal Management","487.0","2024-04-07 13:45:25"
"Suzanne Theresa","Office Supplies","173.0","2024-02-15 15:23:16"
"Muriel Duplessis","Associação dos Empregados do Banco do Brasil","10.0","2024-09-07 10:04:26"
"Brown, Lonnie","Notebook","274.7","2024-10-18 15:21:47"
"Javier Solis","Cartucho de Tinta TONER C142BXL110/110","92.99","2024-03-26 07:33:44"
"Mohamed Abdel-Moneim","Fuel","182.0","2024-09-04 13:54:04"
"Yadav, B.V.","Food","179.0","2024-12-13 12:13:32"
"Abdulrahman, Jamal","Internet Service","95.0","2024-01-25 07:45:22"
"Sr. Sudhir","Cadastral Plan","0.0","2024-12-31 19:59:46"
"Ferry Smith","Food and Beverages","27.88","2024-08-26 09:27:29"
"Abdulkadir Ibrahim","SALES AND SERVICES",264272,"2024-02-26 11:38:58"
"Bernard Harris","Consultoria em gestão financeira","390.0","2024-04-20 23:23:57"
"MRS. IFEOLUWA ALABI","Purchase of a laptop","2979.0","2024-08-30 05:06:06"
"Leo-Robert Kelly","Educação","21.0","2024-03-19 13:42:59"
"Christy Gregory","Computer Hardware","1430.0","2024-03-24 09:37:48"
"Rajesh Kumar","Stapler","204.8","2024-09-22 12:32:53"
"MARTINA TAYLOR","SUBVENTO VALORIZACAO COMERCIAL 500","1090.0","2024-04-14 17:03:56"
"Jibril, Nifemi","Bottles of juice","0.0","2024-06-16 12:05:20"
"Akwa, Chinemerem Emmanuel","Printer","15.0","2024-05-14 20:45:10"
"BILLIE-MAE CRUMP","Government","55.78","2024-01-27 16:11:50"
"Deborah A. Kinsley","Food Purchase","669.66","2024-02-02 12:51:46"
"Suzan A. ZAMOISI","Personal computer","3549.98","2024-02-23 15:16:44"
"Mrs. Arun","Cash","12.0","2024-01-01 11:27:10"
"Chief Accountant","Paper","3.59","2024-03-18 10:57:57"
"Bilaspur, D. S.","SALARIOS","5346.0","2024-05-18 15:46:57"
"ENGLISH TEO","COIN MAKER","72.69","2024-09-07 10:55:58"
"MISHAEL DEAN","PANEL DE CONTROLE","673.8","2024-04-26 14:12:14"
"RICHARD HARRISON","Diesel","51.0","2024-01-15 22:43:42"
"JAMES WILLIAM","BARRIL PLASTICO 20L","118.16","2024-02-12 13:57:21"
"Dr. A A Sahasrabudhe","Wardrobe","48.59","2024-06-11 11:38:35"
"Alberto Ferrari","Material de esporte","2.5","2024-04-17 11:29:52"
"Karen L.","Açai","2.0","2024-12-14 20:55:00"
"Garrett","Sporting Goods","1666.0","2024-05-26 19:11:37"
"CAROLINA","Máquina de costura","324.9","2024-05-18 17:27:14"
"Bruce Angus","Desk","452.81","2024-10-21 14:30:47"
"Mr. Khalid Md. Ron","Office Supplies","12.8","2024-04-12 19:31:55"
"Malwin Singh","Mixto 90% Milk Chocolate 1kg","160.0","2024-05-01 14:40:28"
"KATY HARRISON","BROKEN LAMP","10.0","2024-06-22 21:58:53"
"Mohammad Riyaz","ramen noodles","5.18","2024-04-12 14:25:00"
